event_count,compression,flush_workers,encode_workers,upload_workers,producer_elapsed_sec,producer_maxrss_kb,connector_elapsed_sec,connector_maxrss_kb,throughput_records_per_sec,lag,objects,size_bytes,heap_alloc_bytes,heap_inuse_bytes,heap_sys_bytes,total_alloc_bytes,alloc_delta_bytes,alloc_rate_bytes_per_sec,gc_cycles,gc_pause_total_ns,page_cache_before_kb,page_cache_after_connector_kb,page_cache_after_cleanup_kb,free_kb_after_cleanup,scenario_dir
100000,snappy,1,1,1,14.08,83240,81.68,571516,1224.29,0,12,832572801,343117648,345636864,577404928,3726446488,3724766920,46157275.2337318,25,11996654,1276940,1854164,1121264,53364032,.codex/avro-rerun-1x1x1/count=100000/flush=1-encode=1-upload=1
