event_count,compression,flush_workers,encode_workers,upload_workers,producer_elapsed_sec,producer_maxrss_kb,connector_elapsed_sec,connector_maxrss_kb,throughput_records_per_sec,lag,objects,size_bytes,heap_alloc_bytes,heap_inuse_bytes,heap_sys_bytes,total_alloc_bytes,alloc_delta_bytes,alloc_rate_bytes_per_sec,gc_cycles,gc_pause_total_ns,page_cache_before_kb,page_cache_after_connector_kb,page_cache_after_cleanup_kb,free_kb_after_cleanup,scenario_dir
1000,snappy,1,1,1,1.94,27116,3.37,284448,296.74,0,6,991229,6835736,8290304,11665408,13928392,12210216,4834225.6896105055,4,463764,1448932,1648424,1683204,53382060,.codex/avro-matrix-smoke/count=1000/flush=1-encode=1-upload=1
